"id","code","key","value","description","sequence","attr_1_description","attr_1","attr_2_description","attr_2","attr_3_description","attr_3","attr_4_description","attr_4","attr_5_description","attr_5","remark","created_by","created_at","updated_by","updated_at","is_deleted"
348,"505","3","一部出荷","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
349,"506","1","注文者宛","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
350,"506","2","直接指定","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
351,"1001","1","受注受付メールFROMメール情報","",,"FROM表示名","株式会社BAP","FROMメールアドレス","from@order.co.jp","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
352,"1001","2","受注受付メールアドレス","",,"受付メールアドレス","order@xxxx.co.jp","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
353,"1001","3","受注受付メール件名","",,"お客様向け受注受付メール件名","商品の注文まことにありがとうございました。【BAP　EC通販】","管理者向け発注受付メール件名","注文を受け付けました","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
354,"1001","4","出荷メールFROMメール情報","",,"FROM表示名","株式会社BAP","FROMメールアドレス","from@ship.co.jp","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
355,"1001","5","出荷メールアドレス","",,"出荷メールアドレス","ship@xxxx.co.jp","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
356,"1001","6","出荷メール件名","",,"お客様向け出荷メール件名","商品の出荷を行いました。【BAP　EC通販】","管理者向け出荷メール件名","出荷を行いました","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
357,"1002","1","10","お届け予定日範囲日数",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
358,"1003","1","当日","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
359,"1003","2","1日～2日","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
360,"1003","3","3日～4日","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
361,"1003","4","1週間前後","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
362,"1003","5","2週間前後","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
363,"1003","6","3週間前後","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
364,"1003","7","1か月前後","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
365,"1003","8","お取り寄せ","",,"","","","","","","","","","","",0,2021/08/27 14:03:52,0,2021/08/27 14:03:52,0
